up,down,TODAYDATE,LAST,TIM,CON,TIM,Boolinger%,MACD1HR-DIF,STOCH1HR-DIF,OICP,OIPP,CP,PP,HIST,MACDDIF,STOCH,MACD,1-STOCH,ocpt,oppt,1=MACD,NCRAT,NORAT,CPT,PPT,NCDIF-v,NODIF-v,LAST,DAY%,20ma,50ma
-3,101,30-Sep-24,20162,1415,-0.04,1415,67.42,-0.02,2.01,128,0,33,0,0,0.01,62.04,0,15.2,5038,1268,0.15,-1.3,4,1223,1609,0.08,0.1,17.06,-0.23,0.11,0.17
-14,115,30-Sep-24,20176,1412,-0.06,1412,53,-0.03,3.23,178,61,164,874,-0.01,0.01,36.04,-0.01,13.19,4910,1268,0.14,-1.4,3.9,1190,1609,-2.75,-0.05,17.01,-0.53,0.05,0.12
-18,133,30-Sep-24,20193.75,1409,-0.07,1409,33.42,-0.03,2.42,74,54,12,3,-0.02,0,4.93,-0.02,9.96,4732,1207,0.14,1.4,3.9,1026,735,0.01,-0.12,16.92,-1.06,-0.03,0.04
-4,137,30-Sep-24,20197.5,1406,-0.08,1406,17.33,-0.04,0.4,-31,72,-10,2,-0.03,0,-23.14,-0.02,7.54,4658,1153,0.13,1.4,4,1014,732,-0.01,-0.3,16.87,-1.36,-0.1,-0.02
-7,144,30-Sep-24,20204.5,1403,-0.09,1403,11.33,-0.05,-15.35,35,0,4,0,-0.04,-0.01,-45.97,-0.02,7.14,4689,1081,0.13,1.4,4.3,1024,730,0,0.03,16.86,-1.42,-0.12,-0.03
-2,146,30-Sep-24,20206.5,1400,-0.08,1400,-34.4,-0.03,-8.66,-132,0,-20,1,-0.04,-0.03,-69.44,-0.01,22.49,4654,1081,0.15,1.4,4.3,1020,730,-0.03,-0.12,16.71,-2.33,-0.29,-0.18
23,112,30-Sep-24,20183.5,1357,-0.05,1357,18.31,-0.01,0.72,-4,0,0,0,-0.02,0,-57.43,0.02,31.15,4786,1081,0.17,1.4,4.4,1040,729,0,0,16.96,-0.83,-0.07,0.06
12,94,30-Sep-24,20194.25,1354,-0.05,1354,7.98,0,-0.36,0,17,0,50,-0.02,-0.01,-91.21,0.02,30.43,4790,1081,0.17,1.4,4.4,1040,729,-0.1,-0.07,16.93,-1,-0.11,0.04
24,52,30-Sep-24,20182.5,1351,-0.05,1351,12,0,-1.8,-177,11,-21,30,-0.02,-0.01,-84.52,0.03,30.79,4790,1064,0.17,1.5,4.5,1040,679,-0.1,-0.22,16.94,-0.94,-0.11,0.05
27,18,30-Sep-24,20179.5,1348,-0.04,1348,32.66,-0.01,-1.08,-100,-62,-149,-874,-0.02,-0.01,-68.14,0.04,32.59,4967,1053,0.17,1.6,4.7,1061,649,2.93,0.18,16.98,-0.71,-0.07,0.11
30,1,30-Sep-24,20176.75,1345,-0.03,1345,46.39,-0.01,0,0,0,99,0,-0.01,0,-50.6,0.05,33.67,5067,1115,0.17,-1.3,4.5,1210,1523,0.14,0,17.01,-0.53,-0.04,0.14
28,2,30-Sep-24,20178.25,1342,-0.03,1342,47.72,-0.01,-0.36,0,0,0,0,-0.01,-0.01,-35.26,0.05,33.67,5067,1115,0.17,-1.4,4.5,1111,1523,0.03,0,17.02,-0.47,-0.05,0.14
25,5,30-Sep-24,20181.5,1339,0,1339,52.8,0,-1.45,-10,0,-8,0,0,-0.01,-13.68,0.06,34.03,5067,1115,0.17,-1.4,4.5,1111,1523,0.03,-0.01,17.02,-0.47,-0.03,0.15
31,-2,30-Sep-24,20175.25,1336,0.01,1336,67.14,0.01,-0.72,17,0,22,0,0,0,-5.97,0.07,35.48,5077,1115,0.18,-1.4,4.6,1119,1523,0.04,0.01,17.07,-0.18,0.01,0.2
26,6,30-Sep-24,20180.75,1333,0.01,1333,74.98,0.01,0,-3,0,0,0,0,0,-17.59,0.07,36.2,5060,1115,0.18,-1.4,4.5,1097,1523,0.01,0,17.09,-0.06,0.04,0.22
18,2,30-Sep-24,20176.75,1330,0.02,1330,77.92,0.01,1.81,42,0,13,0,0.01,0,-34.97,0.07,36.2,5063,1115,0.18,-1.4,4.5,1097,1523,0.01,0.04,17.1,0,0.06,0.22
-2,21,30-Sep-24,20196,1327,0.03,1327,65.77,-0.01,0.36,30,54,24,3,0.01,-0.01,-27.51,0.07,34.39,5021,1115,0.17,-1.4,4.5,1084,1523,0,-0.2,17.04,-0.35,0.02,0.18
-3,23,30-Sep-24,20198.5,1324,0.05,1324,64.98,-0.01,-2.89,-60,0,-22,0,0.01,0,4.01,0.08,34.03,4991,1061,0.17,-1.4,4.7,1060,1520,-0.03,-0.06,17.03,-0.41,0.02,0.17
10,14,30-Sep-24,20188.75,1321,0.05,1321,81.53,0,0,24,0,3,0,0.02,0,41.4,0.08,36.92,5051,1061,0.18,-1.4,4.8,1082,1520,0,0.02,17.11,0.06,0.11,0.25
8,16,30-Sep-24,20191,1318,0.06,1318,83.93,0,-1.8,-145,0,-34,0,0.03,0,57.08,0.08,36.92,5027,1061,0.18,-1.4,4.7,1079,1520,-0.01,-0.13,17.11,0.06,0.12,0.25
23,0,30-Sep-24,20175.25,1315,0.06,1315,96.59,0,4.69,-51,0,178,1,0.03,0.02,68.99,0.08,38.72,5172,1061,0.18,-1.4,4.9,1113,1520,0.23,-0.05,17.17,0.41,0.19,0.31
20,4,30-Sep-24,20179,1312,0.05,1312,78.43,-0.01,-0.72,161,-9,30,5,0.02,0,63.48,0.06,34.03,5223,1061,0.17,-1.6,4.9,935,1519,0.08,0.19,17.03,-0.41,0.08,0.18
7,16,30-Sep-24,20191.25,1309,0.06,1309,84.51,-0.01,1.08,2,9,2,4,0.03,0,73.54,0.06,34.75,5062,1070,0.17,-1.7,4.7,905,1514,0.03,-0.04,17.05,-0.29,0.12,0.2
-8,31,30-Sep-24,20206.25,1306,0.07,1306,82.44,-0.01,-1.44,-18,0,88,0,0.03,0.01,71.27,0.06,33.67,5060,1061,0.17,-1.7,4.8,903,1510,0.23,-0.02,17.02,-0.47,0.12,0.17
3,29,30-Sep-24,20203.75,1303,0.08,1303,92.63,-0.01,-6.36,184,3,148,878,0.03,0.01,79.31,0.05,35.11,5078,1061,0.17,-1.9,4.8,815,1510,-2.91,0.16,17.06,-0.23,0.18,0.21
-6,37,30-Sep-24,20212.25,1300,0.08,1300,84.89,0,1.64,57,-95,13,5,0.03,0.01,66.56,0.04,41.47,4894,1058,0.18,1.1,4.6,667,632,0.02,0.43,16.98,-0.71,0.13,0.12
-5,42,30-Sep-24,20217.25,1257,0.1,1257,79.84,0.01,0,1257,59,326,3,0.03,0,62.13,0.03,39.83,4837,1153,0.18,1,4.2,654,627,2.94,0.93,16.93,-1,0.11,0.07
-7,49,30-Sep-24,20224,1254,0.11,1254,83.08,0.02,0.65,-1194,0,-136,0,0.03,0.01,69.93,0.03,39.83,3580,1094,0.18,-1.9,3.3,328,624,-0.6,-1.09,16.93,-1,0.13,0.06
-11,60,30-Sep-24,20234.75,1251,0.1,1251,83.04,0.01,0,156,0,20,0,0.04,0,73.9,0.02,39.18,4774,1094,0.18,-1.3,4.4,464,624,0.06,0.14,16.92,-1.06,0.13,0.03
13,47,30-Sep-24,20221.75,1248,0.1,1248,86.54,0.02,-1.31,-41,-59,17,11,0.04,0.01,85.82,0.02,39.18,4618,1094,0.18,-1.4,4.2,444,624,-0.01,0.18,16.9,-1.18,0.15,0.02
19,37,30-Sep-24,20216.25,1245,0.1,1245,98.19,0.02,1.31,-19,-11,-3,-10,0.04,0.01,92.77,0.01,40.49,4659,1153,0.18,-1.4,4,427,613,-0.04,0.02,16.95,-0.88,0.21,0.05
16,28,30-Sep-24,20219.25,1242,0.09,1242,92.73,0.02,0.33,-3,0,0,0,0.04,0.01,89.28,0,39.18,4678,1164,0.18,-1.4,4,430,623,-0.05,0,16.91,-1.12,0.19,0
12,19,30-Sep-24,20222.5,1239,0.08,1239,84.4,0.02,0.98,64,0,17,0,0.04,0.02,84.16,-0.01,38.85,4681,1164,0.18,-1.4,4,430,623,0.05,0.05,16.9,-1.18,0.2,-0.01
4,28,30-Sep-24,20231.25,1236,0.06,1236,76.83,0.02,-0.98,-94,0,-8,0,0.03,0.01,80.62,-0.03,37.87,4617,1164,0.18,-1.5,4,413,623,-0.01,-0.08,16.87,-1.36,0.18,-0.05
8,15,30-Sep-24,20226.75,1233,0.04,1233,82.59,0.02,5.56,93,-233,9,-7,0.02,0.03,81.05,-0.04,38.85,4711,1164,0.18,-1.5,4,421,623,0.02,0.74,16.9,-1.18,0.22,-0.02
-1,20,30-Sep-24,20236,1230,0,1230,49.38,0,2.3,552,0,66,0,0.01,0.01,60.17,-0.07,33.29,4618,1397,0.17,-1.5,3.3,412,630,0.27,0.4,16.73,-2.21,0.07,-0.2
-3,23,30-Sep-24,20239,1227,-0.02,1227,34.17,-0.03,-0.33,-520,233,-59,7,0,0,43.84,-0.08,30.99,4066,1397,0.16,-1.8,2.9,346,630,-0.32,-1.03,16.66,-2.64,-0.01,-0.27
1,22,30-Sep-24,20238,1224,-0.02,1224,34.19,-0.02,0.65,-18,-32,7,-4,0,0,39.17,-0.08,31.32,4586,1164,0.17,-1.5,3.9,405,623,0.06,0.09,16.66,-2.64,-0.01,-0.27
-1,23,30-Sep-24,20239.5,1221,-0.03,1221,28.61,-0.03,0.98,8,-183,1,-1,-0.01,0.01,12.12,-0.08,30.67,4604,1196,0.16,-1.6,3.8,398,627,0.02,0.52,16.66,-2.64,-0.06,-0.3
-7,30,30-Sep-24,20246,1218,-0.05,1218,20.42,-0.03,-0.98,-2,215,0,6,-0.01,0,-11.99,-0.09,29.69,4596,1379,0.16,-1.6,3.3,397,628,0.02,-0.62,16.62,-2.89,-0.11,-0.34
6,21,30-Sep-24,20240.25,1215,-0.06,1215,23.04,-0.04,0.66,-21,0,-2,0,-0.02,0,-29.49,-0.09,30.67,4598,1164,0.16,-1.6,4,397,622,0.03,-0.02,16.64,-2.76,-0.1,-0.32
18,5,30-Sep-24,20227.75,1212,-0.07,1212,16.02,-0.04,2.62,41,70,4,16,-0.02,0,-57.76,-0.09,30.01,4619,1164,0.16,-1.6,4,399,622,-0.06,-0.21,16.63,-2.83,-0.13,-0.35
10,9,30-Sep-24,20236,1209,-0.07,1209,-5.4,-0.05,-3.28,-90,3,-8,12,-0.03,-0.01,-81.56,-0.09,27.39,4578,1094,0.16,-1.5,4.2,395,606,-0.03,-0.1,16.55,-3.32,-0.23,-0.44
21,-2,30-Sep-24,20224.75,1206,-0.04,1206,6.02,-0.05,-0.65,-33,4,3,13,-0.02,-0.01,-80.48,-0.08,30.67,4668,1091,0.16,-1.5,4.3,403,594,0.03,-0.04,16.63,-2.83,-0.15,-0.35
26,-4,30-Sep-24,20220.5,1203,-0.03,1203,4.67,-0.03,-16.96,-115,3,-11,11,-0.02,-0.01,-79.05,-0.07,31.32,4701,1087,0.17,-1.5,4.3,400,581,-0.05,-0.12,16.67,-2.58,-0.15,-0.34
40,-15,30-Sep-24,20205.75,1200,-0.01,1200,12.39,-0.01,0.66,9,36,1,0,-0.02,0,-75.37,-0.06,48.28,4816,1084,0.19,-1.4,4.4,411,570,0.01,-0.15,16.72,-2.27,-0.11,-0.3
34,6,30-Sep-24,20211.75,1157,-0.01,1157,1.64,-0.01,-0.66,49,4,8,11,-0.02,-0.01,-75.48,-0.06,47.62,4807,1048,0.19,-1.4,4.6,410,570,0.01,0.03,16.7,-2.4,-0.14,-0.32
35,5,30-Sep-24,20210.75,1154,-0.01,1154,0.6,-0.01,0.99,3,-72,0,-1,-0.02,-0.01,-65.06,-0.05,48.28,4758,1044,0.19,-1.4,4.6,402,559,0.01,0.3,16.72,-2.27,-0.13,-0.3
24,17,30-Sep-24,20222.25,1151,0,1151,-18.57,-0.01,-3.65,-228,75,-21,11,-0.01,-0.01,-46.26,-0.04,47.29,4755,1116,0.19,-1.4,4.3,402,560,-0.09,-0.53,16.69,-2.46,-0.18,-0.33
24,10,30-Sep-24,20216,1148,0.01,1148,11.66,0,-2.33,-98,0,-8,0,0,-0.01,-5.01,-0.03,50.94,4983,1041,0.2,-1.3,4.8,423,549,0,-0.09,16.81,-1.73,-0.08,-0.22
36,-6,30-Sep-24,20200,1145,0.02,1145,34.37,0,-5.64,-238,-37,-98,-800,0.01,0,37.31,-0.02,53.27,5081,1041,0.2,-1.3,4.9,431,549,1.33,-0.05,16.87,-1.36,-0.01,-0.15
60,-24,30-Sep-24,20176,1142,0.01,1142,98.5,0.01,2.99,115,9,92,793,0.01,0.02,65.93,-0.02,58.91,5319,1078,0.21,-2.6,4.9,529,1349,-1.25,0.06,17.04,-0.35,0.15,0.03
37,12,30-Sep-24,20188.25,1139,-0.02,1139,64.12,0.01,1.99,82,0,7,0,0,0,30.44,-0.04,55.92,5204,1069,0.21,-1.3,4.9,437,556,0.03,0.08,16.95,-0.88,0.07,-0.06
12,34,30-Sep-24,20210,1136,-0.02,1136,39.35,0,1.99,44,0,3,1,-0.01,0.01,-9.98,-0.04,53.93,5122,1069,0.2,-1.3,4.8,430,556,0.01,0.04,16.88,-1.3,0.01,-0.11
5,41,30-Sep-24,20217,1133,-0.04,1133,17.95,0,-0.33,0,0,6,0,-0.02,0,-50.84,-0.05,51.94,5078,1069,0.2,-1.3,4.8,427,555,0,0,16.83,-1.6,-0.06,-0.16
-2,48,30-Sep-24,20223.75,1130,-0.05,1130,22.82,-0.01,-0.66,8,0,1,1,-0.02,-0.01,-56.63,-0.05,52.27,5078,1069,0.2,-1.3,4.8,421,555,-0.02,0.01,16.84,-1.54,-0.06,-0.14
9,39,30-Sep-24,20215.25,1127,-0.05,1127,27.89,-0.01,0,-13,0,0,2,-0.02,0,-46.69,-0.04,52.93,5070,1069,0.2,-1.3,4.7,420,554,-0.02,-0.01,16.86,-1.42,-0.05,-0.1
19,29,30-Sep-24,20205.25,1124,-0.07,1124,27.35,-0.01,0,19,0,1,0,-0.03,0,-42.36,-0.04,52.93,5083,1069,0.2,-1.3,4.8,420,552,-0.01,0.01,16.86,-1.42,-0.06,-0.09
20,28,30-Sep-24,20204.25,1121,-0.08,1121,25.76,-0.01,-0.34,-30,0,-2,0,-0.03,0,-36.94,-0.04,52.93,5064,1069,0.2,-1.3,4.7,419,552,-0.02,-0.03,16.86,-1.42,-0.07,-0.08
11,37,30-Sep-24,20213,1118,-0.09,1118,25.05,-0.01,0.34,-39,0,-4,0,-0.04,-0.01,-35.58,-0.04,53.27,5094,1069,0.2,-1.3,4.8,421,552,-0.01,-0.03,16.87,-1.36,-0.08,-0.05
21,27,30-Sep-24,20202.75,1115,-0.1,1115,21.41,-0.02,-1.66,-52,0,-1,0,-0.04,-0.01,-38.77,-0.03,52.93,5133,1069,0.2,-1.3,4.8,425,552,0,-0.05,16.86,-1.42,-0.1,-0.05
31,5,30-Sep-24,20193,1112,-0.11,1112,23.65,-0.02,0.99,9,-167,0,-4,-0.04,0,-41.34,-0.02,54.59,5185,1069,0.2,-1.3,4.9,426,552,0,0.66,16.9,-1.18,-0.09,0.02
39,-8,30-Sep-24,20184.75,1109,-0.13,1109,18.27,-0.02,0.67,24,53,2,13,-0.05,-0.01,-58.77,-0.02,53.6,5176,1236,0.2,-1.3,4.2,426,556,-0.01,-0.17,16.88,-1.3,-0.14,0.01
30,10,30-Sep-24,20194.25,1106,-0.14,1106,11.95,-0.02,-2.33,-103,13,-8,12,-0.06,-0.01,-69.26,-0.01,52.93,5152,1183,0.2,-1.3,4.4,424,543,-0.08,-0.13,16.86,-1.42,-0.2,0
40,-1,30-Sep-24,20183.5,1103,-0.15,1103,17.75,-0.01,-9.5,-114,67,-7,8,-0.05,-0.01,-66.66,0,55.26,5255,1170,0.21,-1.2,4.5,432,531,-0.03,-0.38,16.92,-1.06,-0.17,0.09
34,-2,30-Sep-24,20181.5,1100,-0.18,1100,18.06,-0.02,-0.71,3,-56,0,8,-0.06,-0.02,-65.99,0.01,64.76,5369,1103,0.21,-1.2,4.9,439,523,0.01,0.24,16.95,-0.88,-0.18,0.13
36,-5,30-Sep-24,20176.75,1057,-0.17,1057,18.69,-0.03,0.36,0,106,0,10,-0.06,-0.01,-69.32,0.03,65.47,5366,1159,0.21,-1.2,4.6,439,515,0.03,-0.47,16.97,-0.77,-0.19,0.17
29,7,30-Sep-24,20184,1054,-0.17,1054,14.34,-0.03,0.35,44,-117,8,-3,-0.07,-0.01,-76.04,0.04,65.11,5366,1053,0.21,-1.2,5.1,439,505,0.05,0.55,16.96,-0.83,-0.22,0.17
27,10,30-Sep-24,20186.25,1051,-0.16,1051,9.26,-0.03,-1.42,-136,26,-13,-88,-0.07,-0.02,-78.1,0.05,64.76,5322,1170,0.21,-1.2,4.5,431,508,0.12,-0.22,16.95,-0.88,-0.24,0.18
26,0,30-Sep-24,20176.5,1048,-0.14,1048,13.08,-0.02,-2.48,-243,-51,-99,-759,-0.06,-0.02,-75.32,0.07,66.18,5458,1144,0.22,-1.3,4.8,444,596,1.16,0,16.99,-0.65,-0.22,0.23
22,-4,30-Sep-24,20172.75,1045,-0.11,1045,24.48,-0.02,1.06,97,13,9,-8,-0.06,-0.02,-69.66,0.09,68.66,5701,1195,0.22,-2.5,4.8,543,1355,0.1,0.03,17.06,-0.23,-0.16,0.32
8,14,30-Sep-24,20186.75,1042,-0.09,1042,16.89,-0.01,-1.77,27,7,5,20,-0.06,-0.02,-68.21,0.11,67.6,5604,1182,0.22,-2.6,4.7,534,1363,-0.05,-0.01,17.03,-0.41,-0.19,0.3
8,13,30-Sep-24,20186,1039,-0.07,1039,25.89,-0.01,1.42,64,73,5,-2,-0.05,-0.02,-57.23,0.13,69.37,5577,1175,0.22,-2.5,4.7,529,1343,0.06,-0.25,17.08,-0.12,-0.15,0.36
-12,26,30-Sep-24,20198.5,1036,-0.05,1036,18.28,-0.01,-7.45,-217,46,17,64,-0.04,-0.04,-40.41,0.15,67.95,5513,1102,0.22,-2.6,5,524,1345,-0.07,-0.43,17.04,-0.35,-0.19,0.33
21,5,30-Sep-24,20178,1033,-0.02,1033,62.84,0,-3.55,-233,12,-18,115,-0.02,-0.01,10.03,0.19,75.4,5730,1056,0.23,-2.5,5.4,507,1281,-0.33,-0.28,17.25,0.87,0.02,0.55
15,11,30-Sep-24,20183.5,1030,-0.02,1030,85.44,0.02,-3.19,-32,25,1,15,-0.01,-0.01,54.3,0.2,78.95,5963,1044,0.24,-2.2,5.7,525,1166,-0.02,-0.17,17.35,1.44,0.13,0.67
41,-15,30-Sep-24,20158,1027,-0.01,1027,100.53,0.03,0.19,-15,64,-2,3,0,0,85.7,0.21,82.14,5995,1019,0.24,-2.2,5.9,524,1151,0,-0.41,17.4,1.72,0.23,0.77
47,-7,30-Sep-24,20151.5,1024,-0.02,1024,91.6,0.03,0.03,-38,-4,-3,1061,0,0,85.72,0.21,81.95,6010,955,0.24,-2.2,6.3,526,1148,-8.26,-0.02,17.38,1.61,0.19,0.74
31,16,30-Sep-24,20167.5,1021,-0.03,1021,92.67,0.03,-0.65,114,-4,16,-1,0,0.01,85.09,0.21,81.92,6048,959,0.24,6.1,6.3,529,87,0.25,0.15,17.37,1.55,0.2,0.75
44,3,30-Sep-24,20154.25,1018,-0.04,1018,95.9,0.04,0.45,-79,-37,-63,0,0,0,80.1,0.2,82.57,5934,963,0.24,5.8,6.2,513,88,-0.72,0.15,17.37,1.55,0.23,0.78
27,20,30-Sep-24,20171.5,1015,-0.04,1015,80.6,0.02,0.84,126,-8,18,0,-0.01,0,59.15,0.2,82.12,6013,1000,0.23,6.5,6,576,88,0.21,0.17,17.23,0.75,0.11,0.67
-1,48,30-Sep-24,20199.75,1012,-0.04,1012,75.86,0.02,0.04,214,-90,47,44,-0.01,0,38.5,0.2,81.28,5887,1008,0.23,6.3,5.8,558,88,-5.27,0.67,17.18,0.47,0.07,0.65
21,28,30-Sep-24,20179,1009,-0.03,1009,76.67,0.02,1.11,-5,-15,-1,-2,-0.01,-0.01,22.84,0.2,81.24,5673,1098,0.23,11.6,5.2,511,44,0.48,0.07,17.17,0.41,0.09,0.66
3,45,30-Sep-24,20196.5,1006,-0.01,1006,74.06,0.03,0.75,137,0,170,0,-0.01,-0.01,9.59,0.21,80.13,5678,1113,0.23,11.1,5.1,512,46,3.7,0.12,17.14,0.23,0.09,0.65
-13,62,30-Sep-24,20213,1003,0.02,1003,73.22,0.01,8.17,78,23,12,16,0,0,17.09,0.22,79.38,5541,1113,0.22,7.4,5,342,46,-3.57,-0.03,17.11,0.06,0.1,0.66
12,50,30-Sep-24,20201.5,1000,0.05,1000,73.78,0.05,-0.41,196,-46,17,-2,0,-0.01,28.19,0.22,71.21,5463,1090,0.21,11,5,330,30,1.22,0.37,17.11,0.06,0.12,0.67
-15,77,30-Sep-24,20228.25,957,0.07,957,76.39,0.06,0,1,46,12,2,0.01,-0.01,37.34,0.23,71.62,5267,1136,0.21,9.8,4.6,313,32,-0.25,-0.19,17.12,0.12,0.15,0.71
-25,99,30-Sep-24,20253.25,954,0.08,954,78.78,0.05,1.22,-42,0,3,3,0.02,0,44.2,0.24,71.62,5266,1090,0.21,10,4.8,301,30,-1.01,-0.04,17.11,0.06,0.18,0.73
-1,100,30-Sep-24,20254.25,951,0.09,951,78.69,0.05,-0.41,27,0,4,0,0.03,0,48.09,0.24,70.4,5308,1090,0.2,11,4.9,298,27,0.15,0.03,17.09,-0.06,0.19,0.72
-1,84,30-Sep-24,20255,948,0.11,948,81.32,0.05,-1.22,-108,0,-5,2,0.04,0,51.59,0.24,70.81,5281,1090,0.21,10.9,4.8,294,27,-1.07,-0.1,17.1,0,0.24,0.76
8,68,30-Sep-24,20246.75,945,0.13,945,85.97,0.06,1.22,2250,0,125,0,0.05,0.01,53.1,0.24,72.03,5389,1090,0.21,12,4.9,299,25,5,2.06,17.13,0.18,0.32,0.81
22,54,30-Sep-24,20233.25,942,0.14,942,87.68,0.06,2.45,-2136,18,-68,8,0.05,0.01,54.11,0.23,70.81,3139,1090,0.21,7,2.9,174,25,-7.28,-2.04,17.1,0,0.35,0.8
13,45,30-Sep-24,20241.75,940,0.16,940,87.85,0.06,-2.45,140,40,126,-6,0.06,0.02,53.5,0.22,68.36,5275,1072,0.2,14.2,4.9,242,17,9.2,-0.06,17.04,-0.35,0.35,0.76
35,18,30-Sep-24,20219.75,933,0.16,933,102.31,0.08,13.66,1262,447,42,16,0.06,0.03,70.53,0.2,70.81,5135,1032,0.21,5,5,116,23,-5.53,-1.64,17.1,100,0.53,0.86
74,-21,30-Sep-24,20181,930,0.14,930,88.84,0.03,3.81,-614,-178,-1845,-712,0.05,0.01,72.35,0.17,57.15,3873,585,0.16,10.6,6.6,74,7,7.9,0.74,17.25,100,0.32,0.6
